State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Shimla,Rohroo,Tomato,Deshi,FAQ,17/07/2025,3000,4000,3500
"Himachal Pradesh",Sirmore,Nahan,"Bottle gourd","Bottle Gourd",FAQ,17/07/2025,2000,3000,2500
"Himachal Pradesh",Sirmore,Nahan,Colacasia,Other,FAQ,17/07/2025,4000,4500,4200
"Himachal Pradesh",Sirmore,Nahan,Ginger(Green),Other,FAQ,17/07/2025,6000,8000,7000
"Himachal Pradesh",Sirmore,Nahan,Mashrooms,Other,FAQ,17/07/2025,10000,12000,11000
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,3000,4000,3500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Carrot,Other,FAQ,17/07/2025,3500,4000,3800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Spinach,Other,FAQ,17/07/2025,3500,4000,3800
"Himachal Pradesh",Solan,Solan,"Bitter gourd",Other,FAQ,17/07/2025,3000,4500,4000
"Himachal Pradesh",Solan,Solan,Capsicum,Capsicum,FAQ,17/07/2025,3500,7000,5200
"Himachal Pradesh",Solan,Solan,Coriander(Leaves),Other,FAQ,17/07/2025,2000,7000,5000
"Himachal Pradesh",Solan,Solan,Mango,Other,Medium,17/07/2025,2000,7000,4500
"Himachal Pradesh",Solan,Solan,Mashrooms,Other,FAQ,17/07/2025,12000,13000,12500
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,2500,3000,2800
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bitter gourd",Other,FAQ,17/07/2025,2500,3000,2800
"Himachal Pradesh",Solan,Solan(Nalagarh),Brinjal,Other,FAQ,17/07/2025,2000,2500,2300
"Himachal Pradesh",Solan,Solan(Nalagarh),Lemon,Other,FAQ,17/07/2025,5000,6000,5500
"Himachal Pradesh",Solan,Solan(Nalagarh),Pumpkin,Other,FAQ,17/07/2025,1500,2000,1800
"Himachal Pradesh",Solan,Waknaghat,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,1000,1200,1200
"Himachal Pradesh",Solan,Waknaghat,"Green Chilli","Green Chilly",FAQ,17/07/2025,2500,2500,2500
"Himachal Pradesh",Una,Santoshgarh,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/07/2025,2500,2500,2500
"Himachal Pradesh",Una,Santoshgarh,"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,4000,4000,4000
"Himachal Pradesh",Una,Santoshgarh,Cauliflower,Cauliflower,FAQ,17/07/2025,5000,5000,5000
"Jammu and Kashmir",Anantnag,Kulgam,Capsicum,Capsicum,FAQ,17/07/2025,3300,3520,3500
"Jammu and Kashmir",Kathua,Kathua,Apple,Delicious,Medium,17/07/2025,8000,10000,9000
"Jammu and Kashmir",Kathua,Kathua,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,3500,4000,3750
"Jammu and Kashmir",Kathua,Kathua,Cauliflower,Other,FAQ,17/07/2025,4000,5000,4500
"Jammu and Kashmir",Kathua,Kathua,Garlic,Garlic,FAQ,17/07/2025,8000,12000,10000
"Jammu and Kashmir",Kathua,Kathua,Mashrooms,Mashrooms,FAQ,17/07/2025,10000,12000,11000
"Jammu and Kashmir",Kathua,Kathua,Tomato,Other,FAQ,17/07/2025,2500,3000,2750
Karnataka,Bangalore,Ramanagara,Beans,"Beans (Whole)",Local,17/07/2025,4000,5500,5000
Karnataka,Bangalore,Ramanagara,"Bhindi(Ladies Finger)",Bhindi,Local,17/07/2025,2400,3200,3000
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,Local,17/07/2025,6800,8000,7500
Karnataka,Bangalore,Ramanagara,Cauliflower,Cauliflower,Local,17/07/2025,2000,3200,2800
Karnataka,Bangalore,Ramanagara,Ginger(Green),"Green Ginger",Local,17/07/2025,3000,4000,3600
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,Local,17/07/2025,2400,3000,2800
Karnataka,Chamrajnagar,"Chamaraj Nagar",Beans,"Beans (Whole)",Local,17/07/2025,2000,3000,2500
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Other,Local,17/07/2025,700,800,750
Karnataka,Mysore,"Piriya Pattana",Paddy(Dhan)(Common),Paddy,Local,17/07/2025,2200,2200,2200
Kerala,Alappuzha,Chengannur,"Bitter gourd",Other,FAQ,17/07/2025,4800,5100,5000
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,17/07/2025,7800,8300,8000
Kerala,Alappuzha,Chengannur,Colacasia,Colacasia,FAQ,17/07/2025,7000,7800,7500
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,FAQ,17/07/2025,3700,4000,3800
Kerala,Alappuzha,Cherthala,Amaranthus,Other,FAQ,17/07/2025,6000,6500,6200
Kerala,Alappuzha,Cherthala,Cabbage,Cabbage,FAQ,17/07/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,3000,3500,3200
Kerala,Alappuzha,Cherthala,"Little gourd (Kundru)",Other,FAQ,17/07/2025,6000,6500,6200
Kerala,Alappuzha,Cherthala,Snakeguard,Other,FAQ,17/07/2025,3600,4000,3800
Kerala,Alappuzha,Harippad,"Banana - Green",Other,FAQ,17/07/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,17/07/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Pineapple,Other,Medium,17/07/2025,4000,4500,4000
Kerala,Alappuzha,Mannar,"Banana - Green",Other,FAQ,17/07/2025,4200,4700,4500
Kerala,Alappuzha,Mannar,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,4200,4400,4300
Kerala,Alappuzha,Mannar,Carrot,Other,FAQ,17/07/2025,7000,7200,7100
Kerala,Alappuzha,Mannar,Cowpea(Veg),Other,FAQ,17/07/2025,5000,5400,5100
Kerala,Alappuzha,Mannar,Onion,Big,FAQ,17/07/2025,2500,2700,2600
Kerala,Ernakulam,Aluva,Ashgourd,Ashgourd,FAQ,17/07/2025,2000,4000,3000
Kerala,Ernakulam,Aluva,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/07/2025,3000,4000,3500
Kerala,Ernakulam,Aluva,"Green Chilli","Green Chilly",FAQ,17/07/2025,6000,8000,7000
Kerala,Ernakulam,Aluva,"Little gourd (Kundru)",Other,FAQ,17/07/2025,3500,5000,4300
Kerala,Ernakulam,Aluva,Potato,Potato,FAQ,17/07/2025,3000,4000,3500
Kerala,Ernakulam,Aluva,Snakeguard,Snakeguard,FAQ,17/07/2025,2500,4000,3300
Kerala,Ernakulam,Aluva,Tomato,Tomato,FAQ,17/07/2025,2200,4000,3100
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Palayamthodan,Large,17/07/2025,3200,3400,3300
Kerala,Ernakulam,Angamaly,"Banana - Green","Banana - Green",FAQ,17/07/2025,5400,6500,6000
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,FAQ,17/07/2025,4200,5000,4500
Kerala,Ernakulam,Angamaly,Pineapple,"Pine Apple",Large,17/07/2025,5500,7000,6000
Kerala,Ernakulam,"North Paravur",Alsandikai,Alsandikai,FAQ,17/07/2025,4500,5000,4800
Kerala,Ernakulam,"North Paravur",Ashgourd,Ashgourd,FAQ,17/07/2025,2200,2800,2400
Kerala,Ernakulam,"North Paravur","Bhindi(Ladies Finger)",Bhindi,FAQ,17/07/2025,4500,5000,4800
Kerala,Ernakulam,"North Paravur",Coconut,Big,FAQ,17/07/2025,7800,8800,8200
Kerala,Ernakulam,"North Paravur",Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,4800,5200,5000
Kerala,Ernakulam,"North Paravur",Lemon,Lemon,FAQ,17/07/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,17/07/2025,4500,5500,5000
Kerala,Ernakulam,"North Paravur",Tapioca,Other,FAQ,17/07/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,"Banana - Green","Banana - Green",FAQ,17/07/2025,3500,4500,4000
Kerala,Ernakulam,Perumbavoor,"Coconut Seed","Coconut Seed",FAQ,17/07/2025,8000,9000,8500
Kerala,Ernakulam,Perumbavoor,"Field Pea","Field Pea",FAQ,17/07/2025,2700,3700,3000
Kerala,Ernakulam,Perumbavoor,Ginger(Green),"Green Ginger",FAQ,17/07/2025,6700,7700,7000
Kerala,Kannur,"Chavassery VFPCK","Banana - Green","Banana - Green",FAQ,17/07/2025,5400,5400,5400
Kerala,Kannur,Kannur,"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,5000,5400,5200
Kerala,Kannur,Kannur,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,4700,4900,4800
Kerala,Kannur,Thalasserry,Banana,Other,Small,17/07/2025,6600,6800,6700
Kerala,Kannur,Thalasserry,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,4300,4600,4500
Kerala,Kannur,Thalasserry,Onion,"1st Sort",FAQ,17/07/2025,2200,2600,2400
Kerala,Kannur,Thalasserry,Snakeguard,Other,FAQ,17/07/2025,3800,4200,4000
Kerala,Kollam,"Kadakkal  VFPCK",Banana,"Banana - Ripe",Large,17/07/2025,5600,7500,6500
Kerala,Kollam,Kollam,"Banana - Green",Other,FAQ,17/07/2025,7500,8000,7700
Kerala,Kollam,Kollam,Cowpea(Veg),Other,FAQ,17/07/2025,3100,3500,3300
Kerala,Kollam,Kollam,"Little gourd (Kundru)",Other,FAQ,17/07/2025,4000,4500,4200
Kerala,Kollam,Kollam,Pumpkin,Other,FAQ,17/07/2025,1300,1500,1400
Kerala,Kollam,Kollam,Snakeguard,Other,FAQ,17/07/2025,3100,3500,3300
Kerala,Kollam,Kottarakkara,"Bottle gourd",Other,FAQ,17/07/2025,1000,2000,1500
Kerala,Kollam,Kottarakkara,Cabbage,Other,FAQ,17/07/2025,5000,5500,5500
Kerala,Kollam,Kottarakkara,Colacasia,Other,FAQ,17/07/2025,7000,8500,8000
Kerala,Kollam,Kottarakkara,Cucumbar(Kheera),Other,FAQ,17/07/2025,4000,5000,4500
Kerala,Kollam,Kottarakkara,Pumpkin,Other,FAQ,17/07/2025,1500,2500,2000
Kerala,Kollam,Kottarakkara,Snakeguard,Other,FAQ,17/07/2025,3500,4800,4000
Kerala,Kollam,"PIRAVANTHOOR VFPCK","Bitter gourd","Bitter Gourd",FAQ,17/07/2025,9800,11000,9900
Kerala,Kottayam,Athirampuzha,Ashgourd,Ashgourd,FAQ,17/07/2025,2400,2600,2500
Kerala,Kottayam,Athirampuzha,Banana,"Banana - Ripe",Medium,17/07/2025,3600,4000,3800
Kerala,Kottayam,Athirampuzha,Carrot,Carrot,FAQ,17/07/2025,6800,7000,6900
Kerala,Kottayam,Athirampuzha,Drumstick,Drumstick,FAQ,17/07/2025,3000,3200,3100
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,Medium,17/07/2025,2200,2600,2400
Kerala,Kottayam,Kottayam,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,17/07/2025,10000,10800,10400
Kerala,Kottayam,Kottayam,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/07/2025,6200,6600,6400
Kerala,Kottayam,Kottayam,"Green Chilli","Green Chilly",FAQ,17/07/2025,6200,6600,6400
Kerala,Kottayam,Kottayam,Tomato,Tomato,FAQ,17/07/2025,5200,5600,5400
Kerala,Kottayam,Thalayolaparambu,Ashgourd,Ashgourd,FAQ,17/07/2025,2300,2600,2400
Kerala,Kottayam,Thalayolaparambu,Lemon,Other,FAQ,17/07/2025,6500,6800,6600
Kerala,Kottayam,Thalayolaparambu,"Little gourd (Kundru)",Other,FAQ,17/07/2025,3000,3400,3200
Kerala,Kottayam,Thalayolaparambu,Onion,Big,FAQ,17/07/2025,2400,2700,2500
Kerala,Kottayam,Thalayolaparambu,Pineapple,"Pine Apple",Medium,17/07/2025,5500,5800,5600
Kerala,Kottayam,Thalayolaparambu,Snakeguard,Snakeguard,FAQ,17/07/2025,3400,3700,3500
Kerala,Kozhikode(Calicut),Kallachi,Amphophalus,Amphophalus,FAQ,17/07/2025,5800,6200,6000
Kerala,Kozhikode(Calicut),Mukkom,Amphophalus,Amphophalus,FAQ,17/07/2025,5400,5800,5600
Kerala,Kozhikode(Calicut),Mukkom,Ashgourd,Other,FAQ,17/07/2025,1800,2200,2000
Kerala,Kozhikode(Calicut),Mukkom,Banana,Other,Large,17/07/2025,5000,5400,5200
Kerala,Kozhikode(Calicut),Mukkom,"Banana - Green","Banana - Green",FAQ,17/07/2025,3500,3800,3600
Kerala,Kozhikode(Calicut),Mukkom,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/07/2025,4600,5000,4800
Kerala,Kozhikode(Calicut),Mukkom,Cabbage,Cabbage,FAQ,17/07/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Mukkom,"Green Chilli","Green Chilly",FAQ,17/07/2025,7400,7700,7500
Kerala,Kozhikode(Calicut),Mukkom,Orange,Other,Large,17/07/2025,12500,13500,13000
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,17/07/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Palayam,Amphophalus,Other,FAQ,17/07/2025,5200,5200,5200
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,17/07/2025,4600,4600,4600
Kerala,Kozhikode(Calicut),Palayam,"French Beans (Frasbean)",Other,FAQ,17/07/2025,3800,3800,3800
Kerala,Kozhikode(Calicut),Palayam,Potato,Other,FAQ,17/07/2025,2200,2300,2200
Kerala,Kozhikode(Calicut),Palayam,Pumpkin,Other,FAQ,17/07/2025,800,800,800
Kerala,Kozhikode(Calicut),Perambra,Amaranthus,Amaranthus,FAQ,17/07/2025,3500,4000,3800
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,17/07/2025,3500,4000,3600
Kerala,Kozhikode(Calicut),Perambra,Brinjal,Other,FAQ,17/07/2025,3200,3500,3500
Kerala,Kozhikode(Calicut),Perambra,Cauliflower,Cauliflower,FAQ,17/07/2025,4000,4500,4000
Kerala,Kozhikode(Calicut),Perambra,"Green Chilli",Other,FAQ,17/07/2025,7000,7000,7000
Kerala,Kozhikode(Calicut),Quilandy,Amaranthus,Other,FAQ,17/07/2025,3700,3800,3800
Kerala,Kozhikode(Calicut),Quilandy,"Bitter gourd",Other,FAQ,17/07/2025,5400,5500,5500
Kerala,Kozhikode(Calicut),Quilandy,Brinjal,Other,FAQ,17/07/2025,2800,3100,3000
Kerala,Kozhikode(Calicut),Quilandy,Cowpea(Veg),Other,FAQ,17/07/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Quilandy,"French Beans (Frasbean)",Other,FAQ,17/07/2025,6500,6900,6800
Kerala,Kozhikode(Calicut),Quilandy,Snakeguard,Other,FAQ,17/07/2025,3400,3800,3500
Kerala,Kozhikode(Calicut),Thamarassery,Amaranthus,Other,FAQ,17/07/2025,2500,4000,2800
Kerala,Kozhikode(Calicut),Thamarassery,Amphophalus,Other,FAQ,17/07/2025,4900,6400,5500
Kerala,Kozhikode(Calicut),Thamarassery,"Bitter gourd",Other,FAQ,17/07/2025,4600,6000,5200
Kerala,Kozhikode(Calicut),Thamarassery,Cabbage,Other,FAQ,17/07/2025,1700,2500,2000
Kerala,Kozhikode(Calicut),Thamarassery,Cowpea(Veg),Other,FAQ,17/07/2025,4400,6000,4500
Kerala,Kozhikode(Calicut),Thamarassery,Ginger(Green),Other,FAQ,17/07/2025,4200,6500,5000
Kerala,Kozhikode(Calicut),Thamarassery,Onion,Other,FAQ,17/07/2025,2200,2700,2300
Kerala,Kozhikode(Calicut),Thamarassery,Potato,Other,FAQ,17/07/2025,2400,3000,2600
Kerala,Kozhikode(Calicut),Thamarassery,Snakeguard,Other,FAQ,17/07/2025,2900,3700,3300
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Amaranthus,Amaranthus,FAQ,17/07/2025,2300,2600,2600
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Ashgourd,Ashgourd,FAQ,17/07/2025,1800,2100,2100
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,4100,4400,4400
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Snakeguard,Snakeguard,FAQ,17/07/2025,2800,3100,3100
Kerala,Palakad,Koduvayoor,Carrot,Other,FAQ,17/07/2025,5200,5600,5400
Kerala,Palakad,Koduvayoor,Pumpkin,Other,FAQ,17/07/2025,1600,1900,1700
Kerala,Palakad,Koduvayoor,Raddish,Other,FAQ,17/07/2025,2400,2800,2600
Kerala,Palakad,Pattambi,"Bottle gourd",Other,FAQ,17/07/2025,1600,2000,1800
Kerala,Palakad,Pattambi,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/07/2025,4000,4500,4200
Kerala,Pathanamthitta,Kuttoor,Banana,Palayamthodan,Large,17/07/2025,2400,2800,2600
Kerala,Pathanamthitta,Kuttoor,"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,8600,9000,8800
Kerala,Pathanamthitta,Kuttoor,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,8100,8500,8300
Kerala,Thirssur,"Annamanada  VFPCK",Banana,Palayamthodan,Medium,17/07/2025,1000,2900,2100
Kerala,Thirssur,Chavakkad,Beetroot,Other,FAQ,17/07/2025,3600,4800,4800
Kerala,Thirssur,Chavakkad,"Elephant Yam (Suran)",Other,FAQ,17/07/2025,5400,6000,6000
Kerala,Thirssur,Chelakkara,Beetroot,Other,FAQ,17/07/2025,4500,5000,4800
Kerala,Thirssur,Chelakkara,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,6000,6500,6200
Kerala,Thirssur,Chelakkara,"Bitter gourd",Other,FAQ,17/07/2025,6000,6500,6200
Kerala,Thirssur,Chelakkara,Cauliflower,Other,FAQ,17/07/2025,4500,5000,4800
Kerala,Thirssur,Chelakkara,"Coconut Seed",Other,FAQ,17/07/2025,7500,8000,7800
Kerala,Thirssur,Chelakkara,"Mango (Raw-Ripe)",Other,FAQ,17/07/2025,4500,5000,4800
Kerala,Thirssur,Chelakkara,Potato,Other,FAQ,17/07/2025,4000,4500,4200
Kerala,Thirssur,Chelakkara,Tomato,Other,FAQ,17/07/2025,3500,3800,3600
Kerala,Thirssur,Thrissur,"Cluster beans","Cluster Beans",FAQ,17/07/2025,6500,6500,6500
Kerala,Thirssur,Thrissur,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/07/2025,4000,4000,4000
Kerala,Thirssur,Thrissur,"Green Chilli","Green Chilly",FAQ,17/07/2025,7500,7500,7500
Kerala,Thirssur,Thrissur,"Little gourd (Kundru)",Other,FAQ,17/07/2025,3500,3500,3500
Kerala,Thirssur,Thrissur,Snakeguard,Snakeguard,FAQ,17/07/2025,3500,3500,3500
Kerala,Thirssur,"Varandarappilly  VFPCK",Banana,Robusta,Medium,17/07/2025,1500,2000,1700
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,FAQ,17/07/2025,4000,4500,4000
Kerala,Thiruvananthapuram,Parassala,Colacasia,Other,FAQ,17/07/2025,6800,7000,6800
Kerala,Thiruvananthapuram,Parassala,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,17/07/2025,4000,4500,4000
Kerala,Thiruvananthapuram,Parassala,Pineapple,"Pine Apple",Medium,17/07/2025,3800,4000,3800
Kerala,Thiruvananthapuram,Parassala,Pumpkin,Pumpkin,FAQ,17/07/2025,2000,2500,2000
"Madhya Pradesh",Badwani,Badwani(F&V),"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,2200,2200,2200
"Madhya Pradesh",Badwani,Badwani(F&V),"Green Chilli","Green Chilly",FAQ,17/07/2025,2800,2800,2800
"Madhya Pradesh",Badwani,Sendhwa(F&V),"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,700,1200,1000
"Madhya Pradesh",Badwani,Sendhwa(F&V),"Bottle gourd","Bottle Gourd",FAQ,17/07/2025,600,1100,900
"Madhya Pradesh",Badwani,Sendhwa(F&V),Coriander(Leaves),Local,FAQ,17/07/2025,900,1300,1100
"Madhya Pradesh",Badwani,Sendhwa(F&V),Onion,Red,Non-FAQ,17/07/2025,400,900,600
"Madhya Pradesh",Dewas,Dewas,Wheat,Wheat,FAQ,17/07/2025,2460,2460,2460
"Madhya Pradesh",Dhar,Manawar(F&V),"Bhindi(Ladies Finger)",Bhindi,FAQ,17/07/2025,934,1134,1034
"Madhya Pradesh",Dhar,Manawar(F&V),"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,2300,2500,2400
"Madhya Pradesh",Dhar,Manawar(F&V),"Sponge gourd","Sponge gourd",FAQ,17/07/2025,1800,2000,1900
"Madhya Pradesh",Dhar,Rajgarh,Soyabean,Yellow,FAQ,17/07/2025,4325,4325,4325
"Madhya Pradesh",Indore,Indore,"Bengal Gram(Gram)(Whole)",Gram,FAQ,17/07/2025,5555,5600,5600
"Madhya Pradesh",Indore,Indore,Wheat,Wheat,FAQ,17/07/2025,2500,2596,2596
"Madhya Pradesh",Indore,Sanwer,Wheat,Wheat,FAQ,17/07/2025,2551,2551,2551
"Madhya Pradesh",Khandwa,Pandhana,Wheat,Lokwan,FAQ,17/07/2025,2500,2500,2500
"Madhya Pradesh",Sheopur,Vijaypur,Mustard,Mustard,FAQ,17/07/2025,6900,6920,6920
Maharashtra,Ahmednagar,Shrirampur,"Bitter gourd",Other,Local,17/07/2025,4000,4500,4250
Maharashtra,Ahmednagar,Shrirampur,"Bottle gourd",Other,Local,17/07/2025,600,1300,950
Maharashtra,Ahmednagar,Shrirampur,Cucumbar(Kheera),Other,Local,17/07/2025,1000,1500,1250
Maharashtra,Ahmednagar,Shrirampur,Potato,Other,Local,17/07/2025,1600,1800,1700
Maharashtra,Nagpur,Kalmeshwar,"Bhindi(Ladies Finger)",Other,Local,17/07/2025,3545,4000,3825
Maharashtra,Nagpur,Kalmeshwar,Brinjal,Other,Local,17/07/2025,3530,4000,3850
Maharashtra,Nagpur,Kalmeshwar,Tomato,Other,Local,17/07/2025,2510,3000,2820
Maharashtra,Pune,Pune(Moshi),"Bitter gourd",Other,Local,17/07/2025,3000,5000,4000
Maharashtra,Pune,Pune(Moshi),"Little gourd (Kundru)",Other,Local,17/07/2025,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),Papaya,Other,Local,17/07/2025,2000,2500,2250
Maharashtra,Pune,Pune(Pimpri),Onion,Local,Local,17/07/2025,1300,1800,1550
Maharashtra,Ratnagiri,"Ratnagiri (Nachane)",Brinjal,Other,Local,17/07/2025,3000,3500,3300
Maharashtra,Ratnagiri,"Ratnagiri (Nachane)",Cabbage,Other,Local,17/07/2025,1800,2000,1900
Maharashtra,Ratnagiri,"Ratnagiri (Nachane)",Carrot,Other,Local,17/07/2025,4000,4500,4300
Maharashtra,Sangli,Islampur,"Chilly Capsicum",Other,Local,17/07/2025,4000,5000,4550
Maharashtra,Sangli,Islampur,"Green Chilli",Other,Local,17/07/2025,7000,8400,7700
Maharashtra,Sangli,Islampur,Onion,Local,Local,17/07/2025,1000,2400,1750
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Orange,Other,Local,17/07/2025,3000,7000,5000
Maharashtra,Satara,Vai,Cucumbar(Kheera),Other,Local,17/07/2025,2000,2500,2250
Maharashtra,Satara,Vai,Potato,Local,Local,17/07/2025,2000,2500,2250
Maharashtra,Satara,Vai,Ridgeguard(Tori),Other,Local,17/07/2025,5000,6000,5500
Maharashtra,Sholapur,Akluj,"Chilly Capsicum",Other,Local,17/07/2025,5000,7000,5500
Maharashtra,Sholapur,Akluj,Cucumbar(Kheera),Other,Local,17/07/2025,1000,2800,2000
Maharashtra,Sholapur,Akluj,"Green Chilli",Other,Local,17/07/2025,4000,6000,5500
Maharashtra,Sholapur,Akluj,Guar,Other,Local,17/07/2025,5000,12000,8000
Maharashtra,Sholapur,Akluj,Mango,Other,Local,17/07/2025,2000,3000,2500
Maharashtra,Sholapur,Akluj,Ridgeguard(Tori),Other,Local,17/07/2025,3000,4800,4500
Maharashtra,Thane,Palghar,Rice,"1009 Kar",Local,17/07/2025,4274,4274,4274
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Lilly,Other,FAQ,17/07/2025,15,25,20
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Lotus,Other,FAQ,17/07/2025,3,7,5
"NCT of Delhi",Delhi,"Flower Market,Gazipur","Patti Calcutta",Other,FAQ,17/07/2025,200,240,220
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Raibel,Other,FAQ,17/07/2025,200,300,250
Odisha,Balasore,Jaleswar,Ginger(Dry),Other,FAQ,17/07/2025,6300,6700,6500
Odisha,Balasore,Jaleswar,Pumpkin,Other,FAQ,17/07/2025,1000,1400,1200
Odisha,Dhenkanal,Kamakhyanagar,Brinjal,Brinjal,FAQ,17/07/2025,8000,8500,8000
Odisha,Dhenkanal,Kamakhyanagar,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,5000,5200,5000
Odisha,Mayurbhanja,Karanjia,Paddy(Dhan)(Common),Other,FAQ,17/07/2025,2300,2300,2300
Punjab,Amritsar,Rayya,Cauliflower,Local,FAQ,17/07/2025,1300,1300,1300
Punjab,Fazilka,Fazilka,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,3000,5000,4000
Punjab,Fazilka,Jalalabad,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,3200,3300,3250
Punjab,Fazilka,Jalalabad,Cauliflower,Other,FAQ,17/07/2025,3700,3850,3800
Punjab,Fazilka,Jalalabad,Coriander(Leaves),Coriander,FAQ,17/07/2025,1500,1500,1500
Punjab,Fazilka,Jalalabad,Cucumbar(Kheera),Other,FAQ,17/07/2025,2700,3000,2800
Punjab,Fazilka,Jalalabad,Garlic,Garlic,FAQ,17/07/2025,6500,6500,6500
Punjab,Fazilka,Jalalabad,Onion,Other,FAQ,17/07/2025,1250,1650,1450
Punjab,Fazilka,Jalalabad,Papaya,Other,Large,17/07/2025,3300,3500,3400
Punjab,Fazilka,Jalalabad,Plum,Other,Large,17/07/2025,6500,6600,6500
Punjab,Fazilka,Jalalabad,Potato,Other,FAQ,17/07/2025,800,950,900
Punjab,Fazilka,Jalalabad,Pumpkin,Other,FAQ,17/07/2025,3000,3200,3100
Punjab,Gurdaspur,Gurdaspur,Apple,Apple,Medium,17/07/2025,7000,9000,8000
Punjab,Gurdaspur,Gurdaspur,Cauliflower,Other,FAQ,17/07/2025,4000,5000,4500
Punjab,Gurdaspur,Gurdaspur,Lemon,Other,FAQ,17/07/2025,3000,3500,3300
Punjab,Gurdaspur,Gurdaspur,Mango,Other,Medium,17/07/2025,3000,3500,3200
Punjab,Gurdaspur,Gurdaspur,"Mousambi(Sweet Lime)",Other,Medium,17/07/2025,3500,4000,3800
Punjab,Hoshiarpur,"Garh Shankar",Apple,Other,Medium,17/07/2025,7500,9000,8000
Punjab,Hoshiarpur,"Garh Shankar",Banana,Medium,Medium,17/07/2025,3000,3500,3200
Punjab,Hoshiarpur,"Garh Shankar","Bottle gourd","Bottle Gourd",FAQ,17/07/2025,2500,3500,3000
Punjab,Hoshiarpur,"Garh Shankar",Carrot,Carrot,FAQ,17/07/2025,1700,2000,1800
Punjab,Hoshiarpur,"Garh Shankar",Mango,Other,Large,17/07/2025,2200,3000,2500
